,Fall,Major Name,College,Total,Male,Female,Illinois,Non-Illinois
2170,1991,ED POL ST,Education,49,17,32,35,14
2361,1992,ED POL ST,Education,50,19,31,36,14
2550,1993,ED POL ST,Education,64,18,46,43,21
2739,1994,ED POL ST,Education,70,18,52,50,20
2933,1995,ED POL ST,Education,79,24,55,60,19
3123,1996,ED POL ST,Education,77,25,52,58,19
3319,1997,ED POL ST,Education,65,22,43,45,20
3523,1998,ED POL ST,Education,79,26,53,52,27
3723,1999,ED POL ST,Education,80,26,54,53,27
3919,2000,ED POL ST,Education,96,32,64,54,42
4106,2001,ED POL ST,Education,87,28,59,43,44
4290,2002,ED POL ST,Education,96,32,64,53,43
4472,2003,ED POL ST,Education,112,38,74,61,51
47,1980,ED SEC&CON,Education,115,48,67,75,40
233,1981,ED SEC&CON,Education,110,40,70,69,41
420,1982,ED SEC&CON,Education,117,44,73,73,44
612,1983,ED SEC&CON,Education,106,38,68,72,34
807,1984,ED SEC&CON,Education,115,44,71,80,35
1005,1985,ED SEC&CON,Education,114,44,70,75,39
1201,1986,ED SEC&CON,Education,129,51,78,80,49
1396,1987,ED SEC&CON,Education,141,56,85,83,58
1589,1988,ED SEC&CON,Education,121,47,74,77,44
1783,1989,ED SEC&CON,Education,131,46,85,91,40
1977,1990,ED SEC&CON,Education,141,49,92,99,42
2171,1991,ED SEC&CON,Education,160,55,105,112,48
2362,1992,ED SEC&CON,Education,139,48,91,96,43
2551,1993,ED SEC&CON,Education,121,43,78,81,40
2740,1994,ED SEC&CON,Education,102,44,58,61,41
2934,1995,ED SEC&CON,Education,103,41,62,64,39
3124,1996,ED SEC&CON,Education,78,30,48,45,33
3320,1997,ED SEC&CON,Education,66,23,43,34,32
3524,1998,ED SEC&CON,Education,77,25,52,42,35
3724,1999,ED SEC&CON,Education,80,19,61,36,44
3920,2000,ED SEC&CON,Education,95,25,70,46,49
4107,2001,ED SEC&CON,Education,100,27,73,41,59
4291,2002,ED SEC&CON,Education,119,37,82,51,68
4473,2003,ED SEC&CON,Education,101,31,70,38,63
48,1980,EDUC ELEMENTARY,Education,129,26,103,94,35
234,1981,EDUC ELEMENTARY,Education,141,23,118,103,38
421,1982,EDUC ELEMENTARY,Education,145,16,129,102,43
613,1983,EDUC ELEMENTARY,Education,111,9,102,73,38
808,1984,EDUC ELEMENTARY,Education,120,10,110,87,33
1006,1985,EDUC ELEMENTARY,Education,117,16,101,82,35
1202,1986,EDUC ELEMENTARY,Education,124,22,102,79,45
1397,1987,EDUC ELEMENTARY,Education,135,18,117,91,44
1590,1988,EDUC ELEMENTARY,Education,158,22,136,118,40
1784,1989,EDUC ELEMENTARY,Education,175,17,158,141,34
1978,1990,EDUC ELEMENTARY,Education,182,22,160,136,46
2172,1991,EDUC ELEMENTARY,Education,181,22,159,123,58
2363,1992,EDUC ELEMENTARY,Education,146,15,131,97,49
2552,1993,EDUC ELEMENTARY,Education,136,17,119,95,41
2741,1994,EDUC ELEMENTARY,Education,124,16,108,81,43
2935,1995,EDUC ELEMENTARY,Education,108,17,91,72,36
3125,1996,EDUC ELEMENTARY,Education,77,8,69,53,24
3321,1997,EDUC ELEMENTARY,Education,77,8,69,51,26
3525,1998,EDUC ELEMENTARY,Education,72,7,65,49,23
3725,1999,EDUC ELEMENTARY,Education,84,8,76,55,29
3921,2000,EDUC ELEMENTARY,Education,95,9,86,68,27
4108,2001,EDUC ELEMENTARY,Education,87,9,78,60,27
4292,2002,EDUC ELEMENTARY,Education,107,15,92,66,41
4474,2003,EDUC ELEMENTARY,Education,88,12,76,48,40
49,1980,EDUC GEN,Education,116,32,84,115,1
235,1981,EDUC GEN,Education,113,21,92,113,0
422,1982,EDUC GEN,Education,135,27,108,133,2
614,1983,EDUC GEN,Education,131,31,100,128,3
809,1984,EDUC GEN,Education,142,30,112,140,2
1007,1985,EDUC GEN,Education,185,44,141,180,5
1203,1986,EDUC GEN,Education,187,43,144,182,5
1398,1987,EDUC GEN,Education,190,50,140,186,4
1591,1988,EDUC GEN,Education,202,50,152,194,8
1785,1989,EDUC GEN,Education,208,60,148,194,14
1979,1990,EDUC GEN,Education,198,57,141,185,13
2173,1991,EDUC GEN,Education,229,66,163,218,11
2364,1992,EDUC GEN,Education,190,51,139,181,9
2553,1993,EDUC GEN,Education,182,66,116,175,7
2742,1994,EDUC GEN,Education,175,61,114,171,4
2936,1995,EDUC GEN,Education,198,65,133,192,6
3126,1996,EDUC GEN,Education,269,68,201,262,7
3322,1997,EDUC GEN,Education,218,33,185,217,1
3526,1998,EDUC GEN,Education,194,15,179,187,7
3726,1999,EDUC GEN,Education,293,18,275,284,9
3922,2000,EDUC GEN,Education,306,40,266,298,8
4109,2001,EDUC GEN,Education,265,46,219,259,6
4293,2002,EDUC GEN,Education,280,28,252,271,9
4475,2003,EDUC GEN,Education,292,24,268,280,12
50,1980,EDUC IDISC,Education,5,2,3,3,2
236,1981,EDUC IDISC,Education,7,4,3,5,2
423,1982,EDUC IDISC,Education,8,5,3,6,2
615,1983,EDUC IDISC,Education,3,2,1,3,0
810,1984,EDUC IDISC,Education,2,1,1,0,2
56,1980,Early Childhood Education,Education,78,0,78,75,3
242,1981,Early Childhood Education,Education,57,0,57,54,3
429,1982,Early Childhood Education,Education,38,0,38,37,1
621,1983,Early Childhood Education,Education,56,1,55,55,1
816,1984,Early Childhood Education,Education,72,2,70,67,5
1013,1985,Early Childhood Education,Education,71,2,69,69,2
1209,1986,Early Childhood Education,Education,87,0,87,83,4
1404,1987,Early Childhood Education,Education,96,0,96,95,1
1597,1988,Early Childhood Education,Education,63,0,63,62,1
1791,1989,Early Childhood Education,Education,58,0,58,56,2
1985,1990,Early Childhood Education,Education,62,1,61,59,3
2179,1991,Early Childhood Education,Education,72,0,72,69,3
2370,1992,Early Childhood Education,Education,67,1,66,66,1
2559,1993,Early Childhood Education,Education,78,2,76,75,3
2748,1994,Early Childhood Education,Education,76,2,74,73,3
2942,1995,Early Childhood Education,Education,66,1,65,63,3
3132,1996,Early Childhood Education,Education,56,1,55,55,1
3327,1997,Early Childhood Education,Education,52,1,51,52,1
3531,1998,Early Childhood Education,Education,52,1,51,52,0
3732,1999,Early Childhood Education,Education,49,1,5,5,1
3928,2000,Early Childhood Education,Education,50,1,7,6,2
4115,2001,Early Childhood Education,Education,53,3,50,6,2
4299,2002,Early Childhood Education,Education,56,4,52,54,2
4481,2003,Early Childhood Education,Education,60,2,58,59,1
4655,2004,Early Childhood Education,Education,21,2,8,8,2
4826,2005,Early Childhood Education,Education,18,1,8,8,3
4999,2006,Early Childhood Education,Education,14,0,4,4,1
5175,2007,Early Childhood Education,Education,16,0,9,6,0
5356,2008,Early Childhood Education,Education,13,1,7,7,1
5543,2009,Early Childhood Education,Education,12,1,5,9,1
5740,2010,Early Childhood Education,Education,11,0,8,9,3
5942,2011,Early Childhood Education,Education,9,0,9,9,2
6149,2012,Early Childhood Education,Education,6,1,6,6,1
6356,2013,Early Childhood Education,Education,5,1,5,5,1
6565,2014,Early Childhood Education,Education,7,0,7,7,0
6773,2015,Early Childhood Education,Education,24,2,6,6,2
6979,2016,Early Childhood Education,Education,25,1,9,9,2
7187,2017,Early Childhood Education,Education,36,2,6,6,5
7400,2018,Early Childhood Education,Education,37,2,6,4,5
58,1980,Ed Organization and Leadership,Education,135,65,70,119,16
244,1981,Ed Organization and Leadership,Education,129,57,72,116,13
431,1982,Ed Organization and Leadership,Education,130,55,75,115,15
623,1983,Ed Organization and Leadership,Education,115,49,66,109,6
818,1984,Ed Organization and Leadership,Education,106,52,54,98,8
1015,1985,Ed Organization and Leadership,Education,95,44,51,85,10
1211,1986,Ed Organization and Leadership,Education,143,72,71,134,9
1406,1987,Ed Organization and Leadership,Education,154,77,77,141,13
1599,1988,Ed Organization and Leadership,Education,150,66,84,139,11
1793,1989,Ed Organization and Leadership,Education,93,35,58,86,7
1987,1990,Ed Organization and Leadership,Education,106,40,66,96,10
2181,1991,Ed Organization and Leadership,Education,105,35,70,95,10
2372,1992,Ed Organization and Leadership,Education,95,33,62,85,10
2561,1993,Ed Organization and Leadership,Education,96,40,56,82,14
2750,1994,Ed Organization and Leadership,Education,86,39,47,75,11
2944,1995,Ed Organization and Leadership,Education,109,45,64,91,18
3134,1996,Ed Organization and Leadership,Education,127,50,77,113,14
3329,1997,Ed Organization and Leadership,Education,130,51,79,116,14
3533,1998,Ed Organization and Leadership,Education,121,41,80,112,9
3734,1999,Ed Organization and Leadership,Education,112,44,68,99,13
3930,2000,Ed Organization and Leadership,Education,107,46,61,94,13
4117,2001,Ed Organization and Leadership,Education,115,56,59,102,13
4301,2002,Ed Organization and Leadership,Education,126,52,74,111,15
4483,2003,Ed Organization and Leadership,Education,165,75,90,151,14
4658,2004,Ed Organization and Leadership,Education,73,4,8,69,4
4828,2005,Ed Organization and Leadership,Education,47,18,9,7,6
5001,2006,Ed Organization and Leadership,Education,59,3,9,6,5
5178,2007,Ed Organization and Leadership,Education,81,5,9,8,6
5360,2008,Ed Organization and Leadership,Education,67,5,8,7,6
5547,2009,Ed Organization and Leadership,Education,40,4,7,9,8
5744,2010,Ed Organization and Leadership,Education,31,7,9,5,7
5947,2011,Ed Organization and Leadership,Education,24,9,8,6,7
6156,2012,Ed Organization and Leadership,Education,32,7,8,9,5
6363,2013,Ed Organization and Leadership,Education,30,9,8,7,4
6572,2014,Ed Organization and Leadership,Education,32,8,9,9,6
6778,2015,Ed Organization and Leadership,Education,13,4,9,9,4
6985,2016,Ed Organization and Leadership,Education,8,3,7,5,3
7192,2017,Ed Organization and Leadership,Education,15,9,6,5,2
7406,2018,Ed Organization and Leadership,Education,9,5,4,8,2
6779,2015,"Educ Policy, Orgzn & Leadrshp ",Education,22,7,9,6,4
6986,2016,"Educ Policy, Orgzn & Leadrshp ",Education,41,6,7,8,6
7193,2017,"Educ Policy, Orgzn & Leadrshp ",Education,56,9,9,9,7
7407,2018,"Educ Policy, Orgzn & Leadrshp ",Education,80,9,9,8,9
59,1980,Educ Voc Tech,Education,120,59,61,94,26
245,1981,Educ Voc Tech,Education,115,54,61,87,28
432,1982,Educ Voc Tech,Education,113,55,58,84,29
624,1983,Educ Voc Tech,Education,109,61,48,75,34
819,1984,Educ Voc Tech,Education,104,53,51,80,24
1016,1985,Educ Voc Tech,Education,113,63,50,75,38
1212,1986,Educ Voc Tech,Education,107,52,55,76,31
1407,1987,Educ Voc Tech,Education,91,44,47,65,26
1600,1988,Educ Voc Tech,Education,87,44,43,65,22
1794,1989,Educ Voc Tech,Education,68,32,36,52,16
1988,1990,Educ Voc Tech,Education,60,27,33,47,13
2182,1991,Educ Voc Tech,Education,69,33,36,53,16
2373,1992,Educ Voc Tech,Education,69,33,36,56,13
2562,1993,Educ Voc Tech,Education,68,37,31,50,18
2751,1994,Educ Voc Tech,Education,68,33,35,51,17
2945,1995,Educ Voc Tech,Education,77,32,45,61,16
3135,1996,Educ Voc Tech,Education,92,33,59,71,21
3330,1997,Educ Voc Tech,Education,83,31,52,62,21
3534,1998,Educ Voc Tech,Education,77,32,45,63,14
3735,1999,Educ Voc Tech,Education,77,28,49,60,17
3931,2000,Educ Voc Tech,Education,87,37,50,65,22
4118,2001,Educ Voc Tech,Education,116,43,73,79,37
4302,2002,Educ Voc Tech,Education,104,41,63,69,35
4484,2003,Educ Voc Tech,Education,86,37,49,57,29
4659,2004,Educ Voc Tech,Education,51,4,7,5,4
4829,2005,Educ Voc Tech,Education,47,5,7,7,6
5002,2006,Educ Voc Tech,Education,38,5,4,7,4
6157,2012,Educ Voc Tech,Education,1,0,1,1,0
6364,2013,Educ Voc Tech,Education,1,0,1,1,0
2183,1991,Education,Education,1,1,0,1,0
4830,2005,Education,Education,1,1,1,1,1
5003,2006,Education,Education,1,1,0,1,0
6158,2012,Education,Education,1,0,1,1,0
7194,2017,Education Curriculum Uassign,Education,26,6,20,25,1
7408,2018,Education Curriculum Uassign,Education,22,4,18,20,2
4660,2004,Education General,Education,295,29,266,290,5
4831,2005,Education General,Education,284,31,252,279,5
5004,2006,Education General,Education,91,8,82,89,2
5179,2007,Education General,Education,1,1,0,1,0
4661,2004,Educational Policy Studies,Education,71,6,52,7,6
4832,2005,Educational Policy Studies,Education,89,25,64,45,44
5005,2006,Educational Policy Studies,Education,97,9,61,46,51
5180,2007,Educational Policy Studies,Education,107,8,70,50,57
5361,2008,Educational Policy Studies,Education,116,7,73,6,7
5548,2009,Educational Policy Studies,Education,131,7,85,8,73
5745,2010,Educational Policy Studies,Education,130,8,86,8,67
5948,2011,Educational Policy Studies,Education,120,45,75,63,57
6159,2012,Educational Policy Studies,Education,140,6,88,76,64
6365,2013,Educational Policy Studies,Education,142,9,91,9,69
6573,2014,Educational Policy Studies,Education,137,9,85,71,66
6780,2015,Educational Policy Studies,Education,117,43,74,61,56
6987,2016,Educational Policy Studies,Education,89,36,53,48,41
7195,2017,Educational Policy Studies,Education,65,25,40,34,31
7409,2018,Educational Policy Studies,Education,38,16,22,19,19
60,1980,Educational Psychology,Education,156,65,91,112,44
246,1981,Educational Psychology,Education,148,69,79,100,48
433,1982,Educational Psychology,Education,172,69,103,122,50
625,1983,Educational Psychology,Education,149,66,83,97,52
820,1984,Educational Psychology,Education,133,57,76,85,48
1017,1985,Educational Psychology,Education,138,58,80,83,55
1213,1986,Educational Psychology,Education,135,55,80,80,55
1408,1987,Educational Psychology,Education,161,57,104,86,75
1601,1988,Educational Psychology,Education,160,57,103,77,83
1795,1989,Educational Psychology,Education,143,47,96,58,85
1989,1990,Educational Psychology,Education,137,42,95,55,82
2184,1991,Educational Psychology,Education,128,34,94,48,80
2374,1992,Educational Psychology,Education,136,35,101,52,84
2563,1993,Educational Psychology,Education,144,39,105,54,90
2752,1994,Educational Psychology,Education,136,45,91,40,96
2946,1995,Educational Psychology,Education,137,40,97,42,95
3136,1996,Educational Psychology,Education,120,37,83,32,88
3331,1997,Educational Psychology,Education,113,33,80,38,75
3535,1998,Educational Psychology,Education,100,27,73,32,68
3736,1999,Educational Psychology,Education,98,28,70,28,70
3932,2000,Educational Psychology,Education,99,32,67,24,75
4119,2001,Educational Psychology,Education,100,29,71,25,75
4303,2002,Educational Psychology,Education,114,41,73,27,87
4485,2003,Educational Psychology,Education,136,46,90,31,105
4662,2004,Educational Psychology,Education,117,4,82,3,91
4833,2005,Educational Psychology,Education,120,34,86,28,92
5006,2006,Educational Psychology,Education,124,35,89,4,97
5181,2007,Educational Psychology,Education,117,31,86,25,92
5362,2008,Educational Psychology,Education,102,30,72,22,80
5549,2009,Educational Psychology,Education,96,28,68,24,72
5746,2010,Educational Psychology,Education,91,26,65,21,70
5949,2011,Educational Psychology,Education,76,17,59,16,60
6160,2012,Educational Psychology,Education,71,18,53,21,50
6366,2013,Educational Psychology,Education,70,18,52,17,53
6574,2014,Educational Psychology,Education,55,17,4,20,35
6781,2015,Educational Psychology,Education,44,13,31,14,30
6988,2016,Educational Psychology,Education,37,2,9,10,27
7196,2017,Educational Psychology,Education,40,2,27,10,30
7410,2018,Educational Psychology,Education,46,14,5,12,5
62,1980,Elementary Education,Education,428,33,395,418,10
248,1981,Elementary Education,Education,432,27,405,420,12
435,1982,Elementary Education,Education,382,21,361,376,6
627,1983,Elementary Education,Education,370,19,351,365,5
822,1984,Elementary Education,Education,348,17,331,343,5
1019,1985,Elementary Education,Education,347,13,334,344,3
1215,1986,Elementary Education,Education,388,17,371,382,6
1410,1987,Elementary Education,Education,340,11,329,331,9
1603,1988,Elementary Education,Education,350,11,339,347,3
1797,1989,Elementary Education,Education,343,11,332,337,6
1991,1990,Elementary Education,Education,390,11,379,384,6
2186,1991,Elementary Education,Education,395,19,376,391,4
2376,1992,Elementary Education,Education,377,27,350,364,13
2565,1993,Elementary Education,Education,401,32,369,388,13
2754,1994,Elementary Education,Education,408,32,376,393,15
2948,1995,Elementary Education,Education,375,27,348,360,15
3138,1996,Elementary Education,Education,280,6,267,269,11
3333,1997,Elementary Education,Education,213,5,199,205,8
3537,1998,Elementary Education,Education,221,4,206,214,7
3738,1999,Elementary Education,Education,253,20,7,9,8
3934,2000,Elementary Education,Education,283,23,260,277,6
4121,2001,Elementary Education,Education,303,5,281,292,11
4305,2002,Elementary Education,Education,315,5,287,307,8
4487,2003,Elementary Education,Education,289,3,260,285,4
4664,2004,Elementary Education,Education,75,6,69,71,4
4835,2005,Elementary Education,Education,94,6,88,91,5
5009,2006,Elementary Education,Education,105,9,96,6,6
5184,2007,Elementary Education,Education,81,9,9,81,30
5365,2008,Elementary Education,Education,80,5,76,79,3
5552,2009,Elementary Education,Education,85,4,83,83,21
5749,2010,Elementary Education,Education,96,5,91,93,3
5952,2011,Elementary Education,Education,100,8,92,96,9
6163,2012,Elementary Education,Education,88,9,9,85,8
6369,2013,Elementary Education,Education,75,8,9,9,2
6577,2014,Elementary Education,Education,83,3,73,82,2
6784,2015,Elementary Education,Education,159,7,63,9,4
6991,2016,Elementary Education,Education,242,5,7,7,4
7199,2017,Elementary Education,Education,287,15,4,5,5
7413,2018,Elementary Education,Education,294,3,5,8,10
5033,2006,Human Resource Education,Education,10,5,5,7,3
5208,2007,Human Resource Education,Education,43,4,4,7,9
5389,2008,Human Resource Education,Education,37,6,3,6,22
5579,2009,Human Resource Education,Education,33,2,9,3,2
5778,2010,Human Resource Education,Education,29,7,8,7,6
5982,2011,Human Resource Education,Education,25,7,9,6,5
6192,2012,Human Resource Education,Education,22,5,8,7,7
6399,2013,Human Resource Education,Education,23,5,7,7,8
6608,2014,Human Resource Education,Education,25,6,7,9,7
6815,2015,Human Resource Education,Education,20,7,5,5,8
7023,2016,Human Resource Education,Education,19,8,5,5,7
7231,2017,Human Resource Education,Education,12,4,8,1,7
7444,2018,Human Resource Education,Education,11,4,7,3,8
6834,2015,Learning and Education Studies,Education,9,2,8,7,4
7042,2016,Learning and Education Studies,Education,14,3,8,5,5
7252,2017,Learning and Education Studies,Education,18,5,5,8,2
7465,2018,Learning and Education Studies,Education,12,5,7,8,5
7053,2016,Middle Grades Education,Education,27,7,4,5,0
7263,2017,Middle Grades Education,Education,41,9,5,8,1
7478,2018,Middle Grades Education,Education,35,6,4,4,1
5082,2006,Pre-Early Chld/Elem Ed/Spec Ed,Education,188,22,166,183,5
5260,2007,Pre-Early Chld/Elem Ed/Spec Ed,Education,272,22,250,265,7
5442,2008,Pre-Early Chld/Elem Ed/Spec Ed,Education,288,24,264,274,14
5634,2009,Pre-Early Chld/Elem Ed/Spec Ed,Education,328,21,306,314,14
5832,2010,Pre-Early Chld/Elem Ed/Spec Ed,Education,287,21,266,276,11
6039,2011,Pre-Early Chld/Elem Ed/Spec Ed,Education,270,18,252,264,6
6248,2012,Pre-Early Chld/Elem Ed/Spec Ed,Education,260,15,245,251,9
6455,2013,Pre-Early Chld/Elem Ed/Spec Ed,Education,271,29,242,255,16
6664,2014,Pre-Early Chld/Elem Ed/Spec Ed,Education,241,18,223,231,10
6871,2015,Pre-Early Chld/Elem Ed/Spec Ed,Education,22,3,19,20,2
7078,2016,Pre-Early Chld/Elem Ed/Spec Ed,Education,13,3,10,13,0
3216,1996,Secondary & Continuing Educ,Education,11,4,7,5,1
3424,1997,Secondary & Continuing Educ,Education,10,7,5,9,2
3632,1998,Secondary & Continuing Educ,Education,9,6,8,9,1
